title,genres,popularity,vote_average,overview,genres_list,mood_label,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Foreign,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,popularity_scaled,vote_scaled,cluster
Race to Witch Mountain,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",23.935053,5.5,"A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets.","['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']",Angry,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0.07273660346432706,-0.5385268949758611,1
V for Vendetta,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}]",84.630969,7.7,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as 'V' conducts guerrilla warfare against the oppressive British government. When 'V' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.","['Action', 'Thriller', 'Fantasy']",Angry,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.9775549250733901,1.390423265867506,0
Shanghai Knights,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",16.251204,6.0,"The dynamic duo of Chon Wang and Roy O'Bannon return for another crazy adventure. This time, they're in London to avenge the murder of Chon's father, but end up on an even bigger case. Chon's sister is there to do the same, but instead unearths a plot to kill the royal family. No one believes her, though, and it's up to Chon and Roy (who has romance on his mind) to prove her right.","['Action', 'Adventure', 'Comedy', 'Western']",Angry,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.16840542585569301,-0.10012913114782322,1
Curious George,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",9.894346,6.2,"When The Man in the Yellow Hat befriends Curious George in the jungle, they set off on a non-stop, fun-filled journey through the wonders of the big city toward the warmth of true friendship.","['Adventure', 'Animation', 'Comedy', 'Family']",Happy,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3679025318268287,0.07522997438339211,1
Herbie Fully Loaded,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",12.050755,5.1,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.","['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']",Happy,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,-0.30022800538780636,-0.8892451060382919,1
Don't Say a Word,"[{""id"": 53, ""name"": ""Thriller""}]",11.596207,6.0,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret..",['Thriller'],Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.3144930732129753,-0.10012913114782322,1
Hansel & Gretel: Witch Hunters,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",53.02787,5.7,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.","['Fantasy', 'Horror', 'Action']",Angry,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.9857557075638455,-0.36316778944464584,0
Unfaithful,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",14.382253,6.3,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.","['Thriller', 'Drama']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2270586655067691,0.1629095271489994,2
I Am Number Four,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",43.450266,5.9,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.","['Action', 'Thriller', 'Science Fiction', 'Adventure']",Angry,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6851820153187814,-0.1878086839134305,0
Syriana,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",16.871194,6.3,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.","['Drama', 'Thriller']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.14894829613358126,0.1629095271489994,2
13 Hours: The Secret Soldiers of Benghazi,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",42.526529,7.0,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,"['Action', 'Drama', 'History', 'Thriller', 'War']",Angry,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0.6561924015538587,0.7766663965082526,0
The Book of Life,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",34.890999,7.3,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.","['Romance', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",Relaxed,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.4165667661289704,1.0397050548050752,0
Firewall,"[{""id"": 53, ""name"": ""Thriller""}]",18.186026,5.6,"State-of-the-art security system creator, Jack Stanfield has cemented his reputation as a man who's thought of everything. But when a criminal finds a way into Jack's personal life, everything Jack holds dear is suddenly at stake.",['Thriller'],Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.10768495835912728,-0.4508473422102539,1
Absolute Power,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",13.576765,6.4,A master thief coincidentally is robbing a house where a murder in which the President of The United States is involved occurs in front of his eyes. He is forced to run yet may hold evidence that could convict the President. A political thriller from and starring Clint Eastwood and based on a novel by David Baldacci.,"['Crime', 'Drama', 'Thriller']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2523372740417526,0.25058907991460744,2
G.I. Jane,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",19.434672,6.0,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,"['Action', 'Drama']",Angry,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06849873406680633,-0.10012913114782322,2
The Game,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",62.925175,7.5,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a coldhearted loner, receives an unusual present from his younger brother, Conrad -- a gift certificate to play a unique kind of game. In nearly a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.","['Drama', 'Thriller', 'Mystery']",Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.2963625678104722,1.2150641603362906,0
Silent Hill,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",32.927994,6.3,"The eerie and deserted ghost town of Silent Hill draws a young mother desperate to find a cure for her only child's illness. Unable to accept the doctor's diagnosis that her daughter should be permanently institutionalized for psychiatric care, Rose flees with her child, heading for the abandoned town in search of answers – and ignoring the protests of her husband. It's soon clear this place is unlike anywhere she's ever been. It's smothered by fog, inhabited by a variety of strange beings and periodically overcome by a living 'darkness' that literally transforms everything it touches. As Rose searches for her little girl, she begins to learn the history of the strange town and realizes that her daughter is just a pawn in a larger game.","['Horror', 'Mystery']",Neutral,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.3549618322910792,0.1629095271489994,1
The Replacements,"[{""id"": 35, ""name"": ""Comedy""}]",14.837288,6.1,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.",['Comedy'],Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21277831417351994,-0.012449578382215937,1
American Reunion,"[{""id"": 35, ""name"": ""Comedy""}]",39.920035,6.1,"The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about – and get inspired by – the hormonal teens who launched a comedy legend.",['Comedy'],Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5743928695002674,-0.012449578382215937,1
The Negotiator,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",28.725621,6.8,"The police try to arrest expert hostage negotiator Danny Roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. Thinking there's evidence in the Internal Affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy.","['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",Angry,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.22307887191800832,0.6013072909770374,2
Into the Storm,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",20.566554,5.8,"The town of Silverton is in one day destroyed by the unprecedented power of a series of tornadoes. The population is at the mercy of the unpredictable and deadly cyclones, while hunters warn that the worst is yet to come. Most people find shelter, but some just go to the tornado for that one, unique shot.","['Action', 'Thriller']",Angry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.03297691128882055,-0.27548823667903855,1
Beverly Hills Cop III,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",20.333953,5.5,"Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.","['Action', 'Comedy', 'Crime']",Angry,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04027662230108351,-0.5385268949758611,1
Gremlins 2: The New Batch,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 14, ""name"": ""Fantasy""}]",33.98637,6.2,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!","['Comedy', 'Horror', 'Fantasy']",Happy,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.38817681822112626,0.07522997438339211,1
The Judge,"[{""id"": 18, ""name"": ""Drama""}]",42.472324,7.2,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",['Drama'],Sad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6544912874768785,0.952025502039468,2
The Peacemaker,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",15.931084,5.8,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.","['Action', 'Thriller']",Angry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.17845174332314,-0.27548823667903855,1
Resident Evil: Apocalypse,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",29.880122,6.1,"As the city is locked down under quarantine, Alice joins a small band of elite soldiers, enlisted to rescue the missing daughter of the creator of the mutating T-virus. It's a heart-pounding race against time as the group faces off against hordes of blood- thirsty zombies, stealthy Lickers, mutant canines and the most sinister foe yet.","['Horror', 'Action', 'Science Fiction']",Angry,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.25931054617292826,-0.012449578382215937,1
Bridget Jones: The Edge of Reason,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",28.803802,6.1,"Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life.","['Comedy', 'Romance']",Happy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2255324241669227,-0.012449578382215937,1
Out of Time,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",14.993459,6.1,"Matt Lee Whitlock, respected chief of police in small Banyan Key, Florida, must solve a vicious double homicide before he himself falls under suspicion. Matt Lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth.","['Thriller', 'Crime', 'Drama']",Sad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2078772038236241,-0.012449578382215937,2
